type	time	latitude	longitude	altitude (m)	name	desc
T	2013-11-12 13:04:52	50.366866000	-4.099701000	7.4		
T	2013-11-12 13:04:53	50.366891000	-4.099597000	7.5		
T	2013-11-12 13:04:54	50.366922000	-4.099468000	7.7		
T	2013-11-12 13:04:55	50.366949000	-4.099357000	7.8		
T	2013-11-12 13:04:56	50.366974000	-4.099250000	7.8		
T	2013-11-12 13:04:58	50.367003000	-4.099130000	7.9		
T	2013-11-12 13:04:59	50.367041000	-4.098970000	8.0		
T	2013-11-12 13:05:00	50.367093000	-4.098755000	8.1		
T	2013-11-12 13:05:01	50.367113000	-4.098622000	8.3		
T	2013-11-12 13:05:02	50.367135000	-4.098486000	8.5		
T	2013-11-12 13:05:03	50.367155000	-4.098339000	8.6		
T	2013-11-12 13:05:04	50.367173000	-4.098199000	8.7		
T	2013-11-12 13:05:05	50.367191000	-4.098063000	8.8		
T	2013-11-12 13:05:06	50.367209000	-4.097926000	8.9		
T	2013-11-12 13:05:07	50.367226000	-4.097792000	9.4		
T	2013-11-12 13:05:08	50.367244000	-4.097656000	9.9		
T	2013-11-12 13:05:09	50.367257000	-4.097523000	10.4		
T	2013-11-12 13:05:10	50.367269000	-4.097396000	10.8		
T	2013-11-12 13:05:11	50.367285000	-4.097262000	11.2		
T	2013-11-12 13:05:12	50.367303000	-4.097134000	11.7		
T	2013-11-12 13:05:13	50.367320000	-4.097008000	12.1		
T	2013-11-12 13:05:14	50.367336000	-4.096876000	12.5		
T	2013-11-12 13:05:15	50.367348000	-4.096744000	12.9		
T	2013-11-12 13:05:16	50.367362000	-4.096615000	13.3		
T	2013-11-12 13:05:17	50.367362000	-4.096482000	13.7		
T	2013-11-12 13:05:18	50.367368000	-4.096355000	14.0		
T	2013-11-12 13:05:19	50.367374000	-4.096228000	14.4		
T	2013-11-12 13:05:20	50.367378000	-4.096102000	14.6		
T	2013-11-12 13:05:21	50.367382000	-4.095978000	14.9		
T	2013-11-12 13:05:22	50.367387000	-4.095853000	15.2		
T	2013-11-12 13:05:23	50.367389000	-4.095731000	15.4		
T	2013-11-12 13:05:24	50.367390000	-4.095609000	15.7		
T	2013-11-12 13:05:25	50.367390000	-4.095490000	16.0		
T	2013-11-12 13:05:26	50.367388000	-4.095371000	16.3		
T	2013-11-12 13:05:27	50.367385000	-4.095251000	16.7		
T	2013-11-12 13:05:28	50.367383000	-4.095129000	17.1		
T	2013-11-12 13:05:29	50.367380000	-4.095001000	17.5		
T	2013-11-12 13:05:30	50.367379000	-4.094873000	17.9		
T	2013-11-12 13:05:31	50.367375000	-4.094740000	18.4		
T	2013-11-12 13:05:32	50.367370000	-4.094607000	18.8		
T	2013-11-12 13:05:33	50.367362000	-4.094474000	19.1		
T	2013-11-12 13:05:34	50.367352000	-4.094344000	19.3		
T	2013-11-12 13:05:35	50.367340000	-4.094212000	19.5		
T	2013-11-12 13:05:36	50.367328000	-4.094078000	19.7		
T	2013-11-12 13:05:37	50.367313000	-4.093946000	19.9		
T	2013-11-12 13:05:38	50.367298000	-4.093816000	20.2		
T	2013-11-12 13:05:39	50.367282000	-4.093688000	20.4		
T	2013-11-12 13:05:40	50.367265000	-4.093558000	20.6		
T	2013-11-12 13:05:41	50.367246000	-4.093422000	20.8		
T	2013-11-12 13:05:42	50.367228000	-4.093288000	21.0		
T	2013-11-12 13:05:43	50.367207000	-4.093157000	21.2		
T	2013-11-12 13:05:44	50.367187000	-4.093024000	21.3		
T	2013-11-12 13:05:45	50.367166000	-4.092889000	21.5		
T	2013-11-12 13:05:46	50.367143000	-4.092753000	21.5		
T	2013-11-12 13:05:47	50.367121000	-4.092622000	21.5		
T	2013-11-12 13:05:48	50.367100000	-4.092495000	21.4		
T	2013-11-12 13:05:49	50.367078000	-4.092369000	21.4		
T	2013-11-12 13:05:50	50.367056000	-4.092243000	21.5		
T	2013-11-12 13:05:51	50.367031000	-4.092118000	21.6		
T	2013-11-12 13:05:52	50.367006000	-4.091995000	21.7		
T	2013-11-12 13:05:53	50.366982000	-4.091873000	21.7		
T	2013-11-12 13:05:54	50.366958000	-4.091750000	21.7		
T	2013-11-12 13:05:55	50.366933000	-4.091628000	21.8		
T	2013-11-12 13:05:56	50.366907000	-4.091510000	22.0		
T	2013-11-12 13:05:57	50.366881000	-4.091394000	22.1		
T	2013-11-12 13:05:58	50.366854000	-4.091281000	22.3		
T	2013-11-12 13:05:59	50.366825000	-4.091164000	22.5		
T	2013-11-12 13:06:00	50.366797000	-4.091048000	22.6		
T	2013-11-12 13:06:01	50.366770000	-4.090934000	22.7		
T	2013-11-12 13:06:02	50.366742000	-4.090818000	22.8		
T	2013-11-12 13:06:03	50.366714000	-4.090702000	22.8		
T	2013-11-12 13:06:04	50.366685000	-4.090584000	22.8		
T	2013-11-12 13:06:05	50.366655000	-4.090466000	22.8		
T	2013-11-12 13:06:06	50.366625000	-4.090349000	22.7		
T	2013-11-12 13:06:07	50.366594000	-4.090230000	22.7		
T	2013-11-12 13:06:08	50.366563000	-4.090113000	22.6		
T	2013-11-12 13:06:09	50.366532000	-4.089996000	22.4		
T	2013-11-12 13:06:10	50.366501000	-4.089880000	22.3		
T	2013-11-12 13:06:11	50.366470000	-4.089764000	22.1		
T	2013-11-12 13:06:12	50.366439000	-4.089649000	21.9		
T	2013-11-12 13:06:13	50.366405000	-4.089531000	21.8		
T	2013-11-12 13:06:14	50.366372000	-4.089419000	21.8		
T	2013-11-12 13:06:15	50.366336000	-4.089306000	21.8		
T	2013-11-12 13:06:16	50.366300000	-4.089195000	21.8		
T	2013-11-12 13:06:17	50.366263000	-4.089082000	21.7		
T	2013-11-12 13:06:18	50.366225000	-4.088973000	21.8		
T	2013-11-12 13:06:19	50.366186000	-4.088861000	21.9		
T	2013-11-12 13:06:20	50.366145000	-4.088749000	22.0		
T	2013-11-12 13:06:21	50.366103000	-4.088640000	22.1		
T	2013-11-12 13:06:22	50.366061000	-4.088531000	22.2		
T	2013-11-12 13:06:23	50.366021000	-4.088425000	22.3		
T	2013-11-12 13:06:24	50.365981000	-4.088317000	22.5		
T	2013-11-12 13:06:25	50.365944000	-4.088209000	22.7		
T	2013-11-12 13:06:26	50.365908000	-4.088100000	22.9		
T	2013-11-12 13:06:27	50.365874000	-4.087991000	23.1		
T	2013-11-12 13:06:28	50.365840000	-4.087885000	23.3		
T	2013-11-12 13:06:29	50.365807000	-4.087778000	23.5		
T	2013-11-12 13:06:30	50.365771000	-4.087664000	23.6		
T	2013-11-12 13:06:31	50.365735000	-4.087547000	23.7		
T	2013-11-12 13:06:32	50.365701000	-4.087430000	23.7		
T	2013-11-12 13:06:33	50.365667000	-4.087315000	23.7		
T	2013-11-12 13:06:34	50.365634000	-4.087197000	23.6		
T	2013-11-12 13:06:35	50.365601000	-4.087078000	23.4		
T	2013-11-12 13:06:36	50.365566000	-4.086959000	23.1		
T	2013-11-12 13:06:37	50.365530000	-4.086838000	22.8		
T	2013-11-12 13:06:38	50.365495000	-4.086717000	22.4		
T	2013-11-12 13:06:39	50.365459000	-4.086597000	21.9		
T	2013-11-12 13:06:40	50.365426000	-4.086476000	21.3		
T	2013-11-12 13:06:41	50.365396000	-4.086336000	20.8		
T	2013-11-12 13:06:42	50.365375000	-4.086213000	20.4		
T	2013-11-12 13:06:43	50.365360000	-4.086094000	20.3		
T	2013-11-12 13:06:44	50.365346000	-4.085963000	20.1		
T	2013-11-12 13:06:45	50.365337000	-4.085824000	19.8		
T	2013-11-12 13:06:46	50.365335000	-4.085704000	19.5		
T	2013-11-12 13:06:47	50.365339000	-4.085592000	19.2		
T	2013-11-12 13:06:48	50.365343000	-4.085455000	18.8		
T	2013-11-12 13:06:49	50.365348000	-4.085309000	18.3		
T	2013-11-12 13:06:50	50.365357000	-4.085191000	17.7		
T	2013-11-12 13:06:51	50.365366000	-4.085070000	17.2		
T	2013-11-12 13:06:52	50.365374000	-4.084950000	16.7		
T	2013-11-12 13:06:53	50.365381000	-4.084853000	16.3		
T	2013-11-12 13:06:54	50.365388000	-4.084744000	15.8		
T	2013-11-12 13:06:55	50.365398000	-4.084598000	15.2		
T	2013-11-12 13:06:56	50.365404000	-4.084462000	15.1		
T	2013-11-12 13:06:57	50.365412000	-4.084323000	15.0		
T	2013-11-12 13:06:58	50.365423000	-4.084194000	15.0		
T	2013-11-12 13:06:59	50.365434000	-4.084068000	15.1		
T	2013-11-12 13:07:00	50.365443000	-4.083952000	15.2		
T	2013-11-12 13:07:01	50.365458000	-4.083833000	15.3		
T	2013-11-12 13:07:02	50.365470000	-4.083725000	15.4		
T	2013-11-12 13:07:03	50.365481000	-4.083604000	15.6		
T	2013-11-12 13:07:04	50.365494000	-4.083491000	15.8		
T	2013-11-12 13:07:05	50.365512000	-4.083384000	16.0		
T	2013-11-12 13:07:06	50.365527000	-4.083281000	16.2		
T	2013-11-12 13:07:07	50.365537000	-4.083161000	16.4		
T	2013-11-12 13:07:08	50.365548000	-4.083046000	16.5		
T	2013-11-12 13:07:09	50.365521000	-4.082925000	16.5		
T	2013-11-12 13:07:10	50.365515000	-4.082813000	16.8		
T	2013-11-12 13:07:11	50.365512000	-4.082697000	17.2		
T	2013-11-12 13:07:12	50.365513000	-4.082591000	17.6		
T	2013-11-12 13:07:13	50.365515000	-4.082486000	18.0		
T	2013-11-12 13:07:14	50.365519000	-4.082375000	18.4		
T	2013-11-12 13:07:15	50.365524000	-4.082261000	18.8		
T	2013-11-12 13:07:16	50.365531000	-4.082151000	19.2		
T	2013-11-12 13:07:17	50.365537000	-4.082043000	19.6		
T	2013-11-12 13:07:18	50.365543000	-4.081937000	20.1		
T	2013-11-12 13:07:19	50.365548000	-4.081830000	20.6		
T	2013-11-12 13:07:21	50.365551000	-4.081728000	21.1		
T	2013-11-12 13:07:22	50.365555000	-4.081531000	21.9		
T	2013-11-12 13:07:23	50.365553000	-4.081447000	22.3		
T	2013-11-12 13:07:24	50.365551000	-4.081360000	22.7		
T	2013-11-12 13:07:25	50.365548000	-4.081271000	23.1		
T	2013-11-12 13:07:26	50.365541000	-4.081181000	23.3		
T	2013-11-12 13:07:27	50.365530000	-4.081088000	23.5		
T	2013-11-12 13:07:28	50.365516000	-4.080994000	23.7		
T	2013-11-12 13:07:29	50.365500000	-4.080905000	23.9		
T	2013-11-12 13:07:30	50.365481000	-4.080815000	24.1		
T	2013-11-12 13:07:31	50.365462000	-4.080723000	24.3		
T	2013-11-12 13:07:32	50.365441000	-4.080630000	24.5		
T	2013-11-12 13:07:33	50.365420000	-4.080551000	24.7		
T	2013-11-12 13:07:34	50.365397000	-4.080477000	24.9		
T	2013-11-12 13:07:35	50.365372000	-4.080398000	25.3		
T	2013-11-12 13:07:36	50.365345000	-4.080318000	25.6		
T	2013-11-12 13:07:37	50.365312000	-4.080226000	26.0		
T	2013-11-12 13:07:38	50.365287000	-4.080159000	26.3		
T	2013-11-12 13:07:39	50.365261000	-4.080091000	26.6		
T	2013-11-12 13:07:40	50.365235000	-4.080027000	26.9		
T	2013-11-12 13:07:41	50.365206000	-4.079950000	27.3		
T	2013-11-12 13:07:42	50.365177000	-4.079882000	27.6		
T	2013-11-12 13:07:43	50.365145000	-4.079806000	28.0		
T	2013-11-12 13:07:44	50.365111000	-4.079728000	28.4		
T	2013-11-12 13:07:45	50.365083000	-4.079658000	28.8		
T	2013-11-12 13:07:46	50.365058000	-4.079605000	29.1		
T	2013-11-12 13:07:47	50.365021000	-4.079519000	29.4		
T	2013-11-12 13:07:48	50.364983000	-4.079437000	29.6		
T	2013-11-12 13:07:49	50.364947000	-4.079366000	29.8		
T	2013-11-12 13:07:50	50.364913000	-4.079291000	30.0		
T	2013-11-12 13:07:51	50.364881000	-4.079218000	30.2		
T	2013-11-12 13:07:52	50.364857000	-4.079166000	30.4		
T	2013-11-12 13:07:53	50.364833000	-4.079115000	30.5		
T	2013-11-12 13:07:54	50.364806000	-4.079048000	30.7		
T	2013-11-12 13:07:55	50.364779000	-4.078981000	30.8		
T	2013-11-12 13:07:56	50.364755000	-4.078921000	31.0		
T	2013-11-12 13:07:57	50.364722000	-4.078842000	31.2		
T	2013-11-12 13:07:58	50.364695000	-4.078759000	31.3		
T	2013-11-12 13:07:59	50.364663000	-4.078673000	31.6		
T	2013-11-12 13:08:00	50.364629000	-4.078590000	31.9		
T	2013-11-12 13:08:01	50.364602000	-4.078512000	32.2		
T	2013-11-12 13:08:02	50.364579000	-4.078439000	32.4		
T	2013-11-12 13:08:03	50.364562000	-4.078373000	32.6		
T	2013-11-12 13:08:04	50.364545000	-4.078311000	32.8		
T	2013-11-12 13:08:05	50.364527000	-4.078242000	33.0		
T	2013-11-12 13:08:06	50.364510000	-4.078177000	33.2		
T	2013-11-12 13:08:07	50.364493000	-4.078110000	33.4		
T	2013-11-12 13:08:08	50.364474000	-4.078033000	33.6		
T	2013-11-12 13:08:09	50.364451000	-4.077946000	33.9		
T	2013-11-12 13:08:10	50.364430000	-4.077874000	34.1		
T	2013-11-12 13:08:11	50.364410000	-4.077803000	34.4		
T	2013-11-12 13:08:12	50.364394000	-4.077736000	34.5		
T	2013-11-12 13:08:13	50.364368000	-4.077646000	34.8		
T	2013-11-12 13:08:14	50.364342000	-4.077551000	35.0		
T	2013-11-12 13:08:15	50.364323000	-4.077484000	35.2		
T	2013-11-12 13:08:16	50.364300000	-4.077416000	35.4		
T	2013-11-12 13:08:17	50.364278000	-4.077338000	35.6		
T	2013-11-12 13:08:18	50.364255000	-4.077265000	35.8		
T	2013-11-12 13:08:19	50.364236000	-4.077199000	36.0		
T	2013-11-12 13:08:20	50.364214000	-4.077128000	36.2		
T	2013-11-12 13:08:21	50.364189000	-4.077042000	36.4		
T	2013-11-12 13:08:22	50.364165000	-4.076961000	36.7		
T	2013-11-12 13:08:23	50.364142000	-4.076888000	37.0		
T	2013-11-12 13:08:24	50.364119000	-4.076810000	37.3		
T	2013-11-12 13:08:25	50.364107000	-4.076749000	37.4		
T	2013-11-12 13:08:26	50.364088000	-4.076686000	37.6		
T	2013-11-12 13:08:27	50.364065000	-4.076616000	37.9		
T	2013-11-12 13:08:28	50.364041000	-4.076548000	38.1		
T	2013-11-12 13:08:29	50.364017000	-4.076481000	38.4		
T	2013-11-12 13:08:30	50.363995000	-4.076416000	38.6		
T	2013-11-12 13:08:31	50.363975000	-4.076352000	38.8		
T	2013-11-12 13:08:32	50.363957000	-4.076293000	38.9		
T	2013-11-12 13:08:33	50.363940000	-4.076231000	39.1		
T	2013-11-12 13:08:34	50.363925000	-4.076166000	39.2		
T	2013-11-12 13:08:35	50.363912000	-4.076099000	39.2		
T	2013-11-12 13:08:36	50.363903000	-4.076046000	39.3		
T	2013-11-12 13:08:37	50.363896000	-4.076004000	39.3		
T	2013-11-12 13:08:39	50.363877000	-4.075932000	39.4		
T	2013-11-12 13:10:04	50.363853000	-4.075897000	39.5		
T	2013-11-12 13:10:05	50.363835000	-4.075852000	39.6		
T	2013-11-12 13:10:06	50.363816000	-4.075796000	39.7		
T	2013-11-12 13:10:07	50.363797000	-4.075735000	39.8		
T	2013-11-12 13:10:08	50.363776000	-4.075663000	39.9		
T	2013-11-12 13:10:09	50.363753000	-4.075585000	40.0		
T	2013-11-12 13:10:10	50.363731000	-4.075501000	40.2		
T	2013-11-12 13:10:11	50.363708000	-4.075411000	40.5		
T	2013-11-12 13:10:12	50.363685000	-4.075317000	40.8		
T	2013-11-12 13:10:13	50.363663000	-4.075219000	41.1		
T	2013-11-12 13:10:14	50.363640000	-4.075118000	41.5		
T	2013-11-12 13:10:15	50.363616000	-4.075012000	41.8		
T	2013-11-12 13:10:16	50.363593000	-4.074901000	42.2		
T	2013-11-12 13:10:17	50.363569000	-4.074789000	42.7		
T	2013-11-12 13:10:18	50.363545000	-4.074675000	43.1		
T	2013-11-12 13:10:19	50.363521000	-4.074557000	43.5		
T	2013-11-12 13:10:20	50.363497000	-4.074439000	43.8		
T	2013-11-12 13:10:21	50.363473000	-4.074322000	44.1		
T	2013-11-12 13:10:22	50.363448000	-4.074203000	44.4		
T	2013-11-12 13:10:23	50.363421000	-4.074083000	44.8		
T	2013-11-12 13:10:24	50.363395000	-4.073966000	45.1		
T	2013-11-12 13:10:25	50.363369000	-4.073850000	45.5		
T	2013-11-12 13:10:26	50.363342000	-4.073730000	45.8		
T	2013-11-12 13:10:27	50.363318000	-4.073609000	46.2		
T	2013-11-12 13:10:28	50.363292000	-4.073487000	46.6		
T	2013-11-12 13:10:29	50.363267000	-4.073365000	46.9		
T	2013-11-12 13:10:30	50.363241000	-4.073249000	47.3		
T	2013-11-12 13:10:31	50.363217000	-4.073133000	47.7		
T	2013-11-12 13:10:32	50.363193000	-4.073018000	48.1		
T	2013-11-12 13:10:33	50.363173000	-4.072904000	48.3		
T	2013-11-12 13:10:34	50.363153000	-4.072792000	48.4		
T	2013-11-12 13:10:35	50.363133000	-4.072684000	48.4		
T	2013-11-12 13:10:36	50.363114000	-4.072571000	48.4		
T	2013-11-12 13:10:37	50.363095000	-4.072458000	48.4		
T	2013-11-12 13:10:38	50.363075000	-4.072350000	48.4		
T	2013-11-12 13:10:39	50.363054000	-4.072246000	48.4		
T	2013-11-12 13:10:40	50.363033000	-4.072142000	48.4		
T	2013-11-12 13:10:41	50.363012000	-4.072042000	48.4		
T	2013-11-12 13:10:42	50.362989000	-4.071942000	48.4		
T	2013-11-12 13:10:43	50.362966000	-4.071847000	48.4		
T	2013-11-12 13:10:44	50.362940000	-4.071752000	48.5		
T	2013-11-12 13:10:45	50.362914000	-4.071659000	48.5		
T	2013-11-12 13:10:46	50.362888000	-4.071563000	48.5		
T	2013-11-12 13:10:47	50.362866000	-4.071471000	48.4		
T	2013-11-12 13:10:48	50.362848000	-4.071382000	48.3		
T	2013-11-12 13:10:49	50.362832000	-4.071296000	48.2		
T	2013-11-12 13:10:50	50.362816000	-4.071212000	48.2		
T	2013-11-12 13:10:51	50.362802000	-4.071128000	48.4		
T	2013-11-12 13:10:52	50.362788000	-4.071045000	48.5		
T	2013-11-12 13:10:53	50.362774000	-4.070961000	48.7		
T	2013-11-12 13:10:54	50.362762000	-4.070876000	48.9		
T	2013-11-12 13:10:55	50.362750000	-4.070795000	49.0		
T	2013-11-12 13:10:56	50.362739000	-4.070711000	49.1		
T	2013-11-12 13:10:57	50.362727000	-4.070633000	49.3		
T	2013-11-12 13:10:58	50.362714000	-4.070560000	49.4		
T	2013-11-12 13:10:59	50.362700000	-4.070483000	49.6		
T	2013-11-12 13:11:00	50.362686000	-4.070400000	49.8		
T	2013-11-12 13:11:01	50.362674000	-4.070319000	50.0		
T	2013-11-12 13:11:02	50.362663000	-4.070241000	50.1		
T	2013-11-12 13:11:03	50.362654000	-4.070163000	50.3		
T	2013-11-12 13:11:04	50.362645000	-4.070092000	50.4		
T	2013-11-12 13:11:05	50.362635000	-4.070022000	50.5		
T	2013-11-12 13:11:06	50.362624000	-4.069952000	50.7		
T	2013-11-12 13:11:07	50.362613000	-4.069876000	50.8		
T	2013-11-12 13:11:08	50.362602000	-4.069804000	51.0		
T	2013-11-12 13:11:09	50.362593000	-4.069741000	51.1		
T	2013-11-12 13:11:10	50.362584000	-4.069658000	51.2		
T	2013-11-12 13:11:11	50.362575000	-4.069576000	51.3		
T	2013-11-12 13:11:12	50.362567000	-4.069491000	51.4		
T	2013-11-12 13:11:13	50.362558000	-4.069408000	51.5		
T	2013-11-12 13:11:14	50.362546000	-4.069317000	51.6		
T	2013-11-12 13:11:15	50.362532000	-4.069230000	51.7		
T	2013-11-12 13:11:16	50.362521000	-4.069144000	51.8		
T	2013-11-12 13:11:17	50.362512000	-4.069062000	51.9		
T	2013-11-12 13:11:18	50.362502000	-4.068976000	52.0		
T	2013-11-12 13:11:19	50.362490000	-4.068886000	52.1		
T	2013-11-12 13:11:20	50.362478000	-4.068792000	52.2		
T	2013-11-12 13:11:21	50.362464000	-4.068700000	52.3		
T	2013-11-12 13:11:22	50.362447000	-4.068610000	52.4		
T	2013-11-12 13:11:23	50.362430000	-4.068518000	52.6		
T	2013-11-12 13:11:24	50.362416000	-4.068434000	52.7		
T	2013-11-12 13:11:25	50.362401000	-4.068340000	52.8		
T	2013-11-12 13:11:26	50.362387000	-4.068238000	52.9		
T	2013-11-12 13:11:27	50.362372000	-4.068138000	53.0		
T	2013-11-12 13:11:28	50.362354000	-4.068040000	53.0		
T	2013-11-12 13:11:29	50.362334000	-4.067940000	53.1		
T	2013-11-12 13:11:30	50.362312000	-4.067843000	53.0		
T	2013-11-12 13:11:31	50.362287000	-4.067752000	52.9		
T	2013-11-12 13:11:32	50.362261000	-4.067658000	52.8		
T	2013-11-12 13:11:33	50.362233000	-4.067564000	52.7		
T	2013-11-12 13:11:34	50.362203000	-4.067468000	52.6		
T	2013-11-12 13:11:35	50.362172000	-4.067367000	52.4		
T	2013-11-12 13:11:36	50.362142000	-4.067264000	52.3		
T	2013-11-12 13:11:37	50.362113000	-4.067164000	52.1		
T	2013-11-12 13:11:38	50.362080000	-4.067062000	52.0		
T	2013-11-12 13:11:39	50.362043000	-4.066960000	51.8		
T	2013-11-12 13:11:40	50.362002000	-4.066859000	51.7		
T	2013-11-12 13:11:41	50.361958000	-4.066757000	51.6		
T	2013-11-12 13:11:42	50.361911000	-4.066655000	51.4		
T	2013-11-12 13:11:43	50.361862000	-4.066553000	51.2		
T	2013-11-12 13:11:44	50.361812000	-4.066458000	51.0		
T	2013-11-12 13:11:45	50.361757000	-4.066354000	50.7		
T	2013-11-12 13:11:46	50.361695000	-4.066238000	50.4		
T	2013-11-12 13:11:47	50.361630000	-4.066107000	50.1		
T	2013-11-12 13:11:48	50.361550000	-4.065959000	49.8		
T	2013-11-12 13:11:49	50.361468000	-4.065819000	49.6		
T	2013-11-12 13:11:50	50.361394000	-4.065688000	49.4		
T	2013-11-12 13:11:51	50.361311000	-4.065598000	49.3		
T	2013-11-12 13:11:52	50.361229000	-4.065481000	49.2		
T	2013-11-12 13:11:53	50.361142000	-4.065362000	49.1		
T	2013-11-12 13:11:54	50.361061000	-4.065252000	48.8		
T	2013-11-12 13:11:55	50.360976000	-4.065136000	48.5		
T	2013-11-12 13:11:56	50.360890000	-4.065017000	48.2		
T	2013-11-12 13:11:57	50.360807000	-4.064900000	47.9		
T	2013-11-12 13:11:58	50.360727000	-4.064787000	47.5		
T	2013-11-12 13:11:59	50.360653000	-4.064683000	47.2		
T	2013-11-12 13:12:00	50.360576000	-4.064578000	46.8		
T	2013-11-12 13:12:01	50.360497000	-4.064477000	46.9		
T	2013-11-12 13:12:02	50.360417000	-4.064379000	47.0		
T	2013-11-12 13:12:03	50.360338000	-4.064285000	47.3		
T	2013-11-12 13:12:04	50.360261000	-4.064193000	47.6		
T	2013-11-12 13:12:05	50.360189000	-4.064105000	47.8		
T	2013-11-12 13:12:06	50.360119000	-4.064016000	48.1		
T	2013-11-12 13:12:07	50.360053000	-4.063933000	48.3		
T	2013-11-12 13:12:08	50.359991000	-4.063855000	48.5		
T	2013-11-12 13:12:09	50.359933000	-4.063778000	48.7		
T	2013-11-12 13:12:10	50.359877000	-4.063702000	48.9		
T	2013-11-12 13:12:11	50.359828000	-4.063636000	49.0		
T	2013-11-12 13:12:13	50.359783000	-4.063570000	49.1		
T	2013-11-12 13:12:14	50.359757000	-4.063533000	49.2		
T	2013-11-12 13:12:16	50.359723000	-4.063496000	49.2		
T	2013-11-12 13:15:33	50.359768000	-4.063498000	49.1		
T	2013-11-12 13:15:35	50.359740000	-4.063504000	49.2		
T	2013-11-12 13:15:36	50.359712000	-4.063495000	49.3		
T	2013-11-12 13:15:37	50.359680000	-4.063483000	49.4		
T	2013-11-12 13:15:38	50.359650000	-4.063465000	49.4		
T	2013-11-12 13:15:39	50.359623000	-4.063448000	49.5		
T	2013-11-12 13:15:40	50.359589000	-4.063417000	49.6		
T	2013-11-12 13:15:41	50.359558000	-4.063382000	49.5		
T	2013-11-12 13:15:42	50.359527000	-4.063347000	49.3		
T	2013-11-12 13:15:43	50.359494000	-4.063314000	49.1		
T	2013-11-12 13:15:44	50.359456000	-4.063316000	48.9		
T	2013-11-12 13:15:45	50.359417000	-4.063351000	48.8		
T	2013-11-12 13:15:46	50.359394000	-4.063401000	48.8		
T	2013-11-12 13:15:47	50.359376000	-4.063465000	48.8		
T	2013-11-12 13:15:48	50.359360000	-4.063534000	48.9		
T	2013-11-12 13:15:49	50.359344000	-4.063607000	48.9		
T	2013-11-12 13:15:50	50.359317000	-4.063679000	48.9		
T	2013-11-12 13:15:51	50.359288000	-4.063751000	48.9		
T	2013-11-12 13:15:52	50.359256000	-4.063823000	48.9		
T	2013-11-12 13:15:53	50.359219000	-4.063901000	48.8		
T	2013-11-12 13:15:54	50.359180000	-4.063981000	48.8		
T	2013-11-12 13:15:55	50.359142000	-4.064060000	48.8		
T	2013-11-12 13:15:56	50.359106000	-4.064136000	48.8		
T	2013-11-12 13:15:57	50.359071000	-4.064221000	48.9		
T	2013-11-12 13:15:58	50.359040000	-4.064306000	48.9		
T	2013-11-12 13:15:59	50.359012000	-4.064394000	49.0		
T	2013-11-12 13:16:00	50.358991000	-4.064479000	49.1		
T	2013-11-12 13:16:01	50.358973000	-4.064567000	49.2		
T	2013-11-12 13:16:02	50.358959000	-4.064650000	49.6		
T	2013-11-12 13:16:03	50.358946000	-4.064733000	49.9		
T	2013-11-12 13:16:04	50.358934000	-4.064816000	50.3		
T	2013-11-12 13:16:05	50.358925000	-4.064895000	50.6		
T	2013-11-12 13:16:06	50.358918000	-4.064975000	51.0		
T	2013-11-12 13:16:07	50.358911000	-4.065048000	51.3		
T	2013-11-12 13:16:08	50.358906000	-4.065116000	51.6		
T	2013-11-12 13:16:09	50.358900000	-4.065169000	51.9		
T	2013-11-12 13:17:06	50.358862000	-4.065254000	52.2		
T	2013-11-12 13:17:08	50.358875000	-4.065330000	52.6		
T	2013-11-12 13:17:09	50.358873000	-4.065375000	52.8		
T	2013-11-12 13:17:10	50.358869000	-4.065432000	53.1		
T	2013-11-12 13:17:11	50.358865000	-4.065489000	53.3		
T	2013-11-12 13:17:12	50.358860000	-4.065547000	53.5		
