type	time	latitude	longitude	altitude (m)	name	desc
T	2013-11-12 14:29:35	50.367143000	-4.097478000	9.9		
T	2013-11-12 14:29:36	50.367132000	-4.097604000	9.4		
T	2013-11-12 14:29:37	50.367121000	-4.097721000	8.9		
T	2013-11-12 14:29:38	50.367108000	-4.097840000	8.4		
T	2013-11-12 14:29:39	50.367094000	-4.097960000	8.1		
T	2013-11-12 14:29:40	50.367081000	-4.098080000	8.0		
T	2013-11-12 14:29:41	50.367067000	-4.098193000	8.0		
T	2013-11-12 14:29:42	50.367052000	-4.098309000	8.0		
T	2013-11-12 14:29:43	50.367039000	-4.098420000	8.0		
T	2013-11-12 14:29:44	50.367024000	-4.098536000	8.0		
T	2013-11-12 14:29:45	50.367004000	-4.098650000	8.0		
T	2013-11-12 14:29:46	50.366980000	-4.098765000	8.0		
T	2013-11-12 14:29:47	50.366957000	-4.098875000	8.0		
T	2013-11-12 14:29:48	50.366925000	-4.098992000	7.9		
T	2013-11-12 14:29:49	50.366893000	-4.099109000	7.8		
T	2013-11-12 14:29:50	50.366861000	-4.099223000	7.7		
T	2013-11-12 14:29:51	50.366833000	-4.099326000	7.6		
T	2013-11-12 14:29:52	50.366809000	-4.099421000	7.5		
T	2013-11-12 14:29:53	50.366784000	-4.099519000	7.3		
T	2013-11-12 14:29:54	50.366754000	-4.099626000	7.2		
T	2013-11-12 14:29:55	50.366723000	-4.099735000	7.1		
T	2013-11-12 14:29:56	50.366692000	-4.099842000	6.9		
T	2013-11-12 14:29:57	50.366659000	-4.099952000	6.8		
T	2013-11-12 14:29:58	50.366628000	-4.100063000	6.6		
T	2013-11-12 14:29:59	50.366594000	-4.100183000	6.4		
T	2013-11-12 14:30:00	50.366568000	-4.100297000	6.2		
T	2013-11-12 14:30:01	50.366545000	-4.100407000	6.1		
T	2013-11-12 14:30:02	50.366519000	-4.100512000	5.9		
T	2013-11-12 14:30:03	50.366492000	-4.100620000	5.7		
T	2013-11-12 14:30:04	50.366457000	-4.100725000	5.5		
T	2013-11-12 14:30:05	50.366405000	-4.100818000	5.2		
T	2013-11-12 14:30:06	50.366350000	-4.100914000	4.8		
T	2013-11-12 14:30:07	50.366298000	-4.101010000	4.5		
T	2013-11-12 14:30:08	50.366264000	-4.101132000	4.2		
T	2013-11-12 14:30:09	50.366234000	-4.101258000	4.1		
T	2013-11-12 14:30:10	50.366236000	-4.101388000	4.6		
T	2013-11-12 14:30:11	50.366244000	-4.101513000	5.0		
T	2013-11-12 14:30:12	50.366255000	-4.101635000	5.4		
T	2013-11-12 14:30:13	50.366271000	-4.101760000	5.9		
T	2013-11-12 14:30:14	50.366288000	-4.101889000	6.3		
T	2013-11-12 14:30:15	50.366305000	-4.102002000	6.7		
T	2013-11-12 14:30:16	50.366327000	-4.102123000	7.1		
T	2013-11-12 14:30:17	50.366352000	-4.102251000	7.3		
T	2013-11-12 14:30:18	50.366379000	-4.102377000	7.5		
T	2013-11-12 14:30:19	50.366408000	-4.102498000	7.7		
T	2013-11-12 14:30:20	50.366438000	-4.102619000	7.9		
T	2013-11-12 14:30:21	50.366468000	-4.102747000	8.0		
T	2013-11-12 14:30:22	50.366500000	-4.102870000	8.0		
T	2013-11-12 14:30:23	50.366537000	-4.103002000	7.8		
T	2013-11-12 14:30:24	50.366570000	-4.103124000	7.4		
T	2013-11-12 14:30:25	50.366603000	-4.103236000	7.0		
T	2013-11-12 14:30:26	50.366636000	-4.103343000	6.6		
T	2013-11-12 14:30:27	50.366670000	-4.103460000	6.2		
T	2013-11-12 14:30:28	50.366705000	-4.103571000	5.8		
T	2013-11-12 14:30:29	50.366744000	-4.103695000	5.4		
T	2013-11-12 14:30:30	50.366783000	-4.103821000	5.0		
T	2013-11-12 14:30:31	50.366820000	-4.103935000	4.7		
T	2013-11-12 14:30:32	50.366856000	-4.104046000	4.5		
T	2013-11-12 14:30:33	50.366892000	-4.104154000	4.2		
T	2013-11-12 14:30:34	50.366928000	-4.104264000	3.9		
T	2013-11-12 14:30:35	50.366963000	-4.104372000	3.7		
T	2013-11-12 14:30:36	50.366997000	-4.104477000	3.4		
T	2013-11-12 14:30:37	50.367032000	-4.104584000	3.2		
T	2013-11-12 14:30:38	50.367067000	-4.104691000	3.3		
T	2013-11-12 14:30:39	50.367098000	-4.104794000	3.5		
T	2013-11-12 14:30:40	50.367127000	-4.104897000	3.8		
T	2013-11-12 14:30:41	50.367159000	-4.105003000	4.1		
T	2013-11-12 14:30:42	50.367190000	-4.105108000	4.3		
T	2013-11-12 14:30:43	50.367221000	-4.105209000	4.5		
T	2013-11-12 14:30:44	50.367253000	-4.105311000	4.6		
T	2013-11-12 14:30:45	50.367286000	-4.105403000	4.7		
T	2013-11-12 14:30:46	50.367326000	-4.105499000	4.8		
T	2013-11-12 14:30:47	50.367364000	-4.105594000	4.8		
T	2013-11-12 14:30:48	50.367399000	-4.105684000	4.8		
T	2013-11-12 14:30:49	50.367432000	-4.105779000	4.8		
T	2013-11-12 14:30:50	50.367465000	-4.105869000	4.8		
T	2013-11-12 14:30:51	50.367482000	-4.105976000	4.9		
T	2013-11-12 14:30:52	50.367500000	-4.106084000	4.9		
T	2013-11-12 14:30:53	50.367518000	-4.106195000	4.9		
T	2013-11-12 14:30:54	50.367540000	-4.106301000	6.8		
T	2013-11-12 14:30:55	50.367564000	-4.106402000	6.8		
T	2013-11-12 14:30:56	50.367590000	-4.106497000	6.7		
T	2013-11-12 14:30:57	50.367617000	-4.106592000	6.9		
T	2013-11-12 14:30:58	50.367646000	-4.106677000	7.1		
T	2013-11-12 14:30:59	50.367674000	-4.106759000	7.5		
T	2013-11-12 14:31:00	50.367699000	-4.106832000	7.8		
T	2013-11-12 14:31:01	50.367721000	-4.106900000	8.0		
T	2013-11-12 14:31:02	50.367743000	-4.106959000	8.1		
T	2013-11-12 14:31:03	50.367764000	-4.107017000	8.1		
T	2013-11-12 14:31:05	50.367789000	-4.107068000	8.1		
T	2013-11-12 14:31:17	50.367827000	-4.107110000	8.3		
T	2013-11-12 14:31:18	50.367847000	-4.107150000	8.3		
T	2013-11-12 14:31:19	50.367873000	-4.107199000	8.3		
T	2013-11-12 14:31:20	50.367902000	-4.107255000	8.3		
T	2013-11-12 14:31:21	50.367935000	-4.107320000	8.2		
T	2013-11-12 14:31:22	50.367966000	-4.107376000	8.1		
T	2013-11-12 14:31:23	50.368002000	-4.107436000	7.9		
T	2013-11-12 14:31:24	50.368038000	-4.107492000	7.7		
T	2013-11-12 14:31:25	50.368072000	-4.107546000	7.6		
T	2013-11-12 14:31:26	50.368110000	-4.107607000	7.5		
T	2013-11-12 14:31:27	50.368146000	-4.107664000	7.4		
T	2013-11-12 14:31:28	50.368179000	-4.107722000	7.0		
T	2013-11-12 14:31:29	50.368212000	-4.107786000	6.5		
